Year,Month,comid,count_Temp,monthly_mean_Temp_C_pd,std_Temp,min_Temp,25%_Temp,50%_Temp,75%_Temp,max_Temp,count_Precip,monthly_mean_Precip_mm_pd,std_Precip,min_Precip,25%_Precip,50%_Precip,75%_Precip,max_Precip,count_Runoff,monthly_mean_Runoff_mm_pd,std_Runoff,min_Runoff,25%_Runoff,50%_Runoff,75%_Runoff,max_Runoff
1981,4,8628631,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628641,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8628643,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,4,8629331,30,13.62566667,4.024060981,5.34,10.91,14.015,16.3875,20.71,30,1.908666667,3.54754576,0,0,0.38,1.4375,14.75,30,0.04273,0.120396509,0,0,0.00015,0.009875,0.6019
1981,5,8625279,31,16.30903226,4.013394536,9.42,13.775,16.3,18.7,23.33,31,3.258709677,6.803078098,0,0,0.25,2.74,30.73,31,0.098025806,0.30379944,0,0,0,0.0108,1.5889
1981,5,8625313,31,16.30903226,4.013394536,9.42,13.775,16.3,18.7,23.33,31,3.258709677,6.803078098,0,0,0.25,2.74,30.73,31,0.098025806,0.30379944,0,0,0,0.0108,1.5889
1981,5,8625375,31,15.82903226,3.984327091,9,13.255,15.98,18.33,22.79,31,3.827096774,8.356765799,0,0,0.29,2.035,39.49,31,0.13433871,0.426483269,0,0,0,0.0122,2.2627
1981,5,8625523,31,15.82903226,3.984327091,9,13.255,15.98,18.33,22.79,31,3.827096774,8.356765799,0,0,0.29,2.035,39.49,31,0.13433871,0.426483269,0,0,0,0.0122,2.2627
1981,5,8625547,31,15.82903226,3.984327091,9,13.255,15.98,18.33,22.79,31,3.827096774,8.356765799,0,0,0.29,2.035,39.49,31,0.13433871,0.426483269,0,0,0,0.0122,2.2627
1981,5,8625615,31,15.82903226,3.984327091,9,13.255,15.98,18.33,22.79,31,3.827096774,8.356765799,0,0,0.29,2.035,39.49,31,0.13433871,0.426483269,0,0,0,0.0122,2.2627
1981,5,8625685,31,15.82903226,3.984327091,9,13.255,15.98,18.33,22.79,31,3.827096774,8.356765799,0,0,0.29,2.035,39.49,31,0.13433871,0.426483269,0,0,0,0.0122,2.2627
1981,5,8625697,31,15.82903226,3.984327091,9,13.255,15.98,18.33,22.79,31,3.827096774,8.356765799,0,0,0.29,2.035,39.49,31,0.13433871,0.426483269,0,0,0,0.0122,2.2627
